,Full_Reviews,Ratings
1426,Please beware of this product. Display is getting dot scratches out of the keyboard buttons. The screen bezel is sleek with thin edge and the lid is flexible so the display is getting intact with the keyboard in day to day use. It's a QC problem in manufacturing. Over a period of time the screen will be full of dot scratches. LG claims it as a Military grade product. It is contrary. Please think twice buying this product. I had an appeal with LG service. They agreed on the point and I Got rep...,1
1427,Very Lightweight Laptop good for office use and browsing.Its a Premium product.,5
1428,"Very light weight.
Awesome screen.
Very good battery backup.

Upgraded with extra 500 gb ssd NVMe M.2
(Samsung evo 970 plus)

Upgraded with extra 8gb RAM (Kingston)
(remember its DDR4, 3200mhz, CL- 22)

Installed ubuntu (LTS 20.04.2), dual boot.

I am extremely happy with this machine.",5
1429,"Great Battery life getting around 12 to 14 hrs
Removable memory and SSD
Plenty of expansion ports
Light Weight
Clever fingerprint reader placement
Spacious keyboard
Con
Very glossy display
Average performance.
No usb C type charger with the box",5
1430,"Real competition to MacBook Air in terms of design and display.
Battery life is really good
Good battery backup.
It would have been better if they would provided type c charger insted of pin one",5
1431,Very good but ssd 256 upgrade 512,5
1432,"got it for 52k
light weight
easy to handle
good for programming and other stuff",5
1433,"Works like a breeze, one of the best ultrabook money can buy",5
1434,"Really great laptop
I got it for 68k

Display is extremely good
Snappy performance
Very very light weight
Highly recommend
Must buy",5
1435,Screams Quality right out of the box. Bit laggy. Great screen. Should more than meet the requirements of the regular office goer..Go for it..without a second thought,5
1436,"Battery back up is disappointing, it's just 2.5 hrs against what's claimed, no back-lit keyboard. Apart from that, it's a great product. Lightning fast with i5 11th gen. No fancy features like fingerprint scan, decent camera. Good for programming. Built quality is good.",4
1437,"No star for delivery which is very worst ever faced with flipkart.

But fell always best in laptop. This is my 2nd Dell laptop. 1st one also inspiron still it is working fine after 6 years but the problem is key board and body quality is not good.

I can feel the same with new inspiron what I bought now. Which is good with performance and all. But only thing Dell needs to focus on quality of body and key board. Other than else Dell is best one.

Every one marking as battery has capability ...",5
1438,"I got this product at 53k


Pros:
1) latest and powerful processor at this range for now
2) battry backup upto 5 hrs
3) excellent performance
4) decent webcame not best

Cons:
Touchpad quality not upto the mark",5
1439,"Totally satisfied ? with Dell. Ordered this after ordering HP two times and got defected product both the times.

Pros:
Super display quality
Backup is around 6 hours on continuous use
Build quality us much better.than HP laptops in same range
Looks are good and lill heavier than 14 "" inch laptops

Cons:
Camera is ok ok
Speakers are nice but sound is bit low

Verduct:
Much better build quality and more reliable than HP laptops in same range",5
1440,"Product is good in many ways and got this in just 51K
Pros:
1. Display is big and very good and quite best for developers to work because it is full hd
2. Most ports are on left that makes enough space to run a mouse on right.
3. Body is having matt finish not like other finger print magnets, it keeps itself clean.
4. Keyboard has additional num pads that makes life easy in many cases and it is silent keyboard, during night your partner will not get irritated with tik tik sound.
5. Speakers a...",5
1441,"Superb specifications.. loved it.. sound quality is superb.
Fastest delivery by flipkart.",5
1442,"Since I am online tutor, I take zoom meeting from this laptop, wonderful experience , very smooth to use",5
1443,"Writing this review after using it for 7 days.
Performance is good, webcam quality is just ok, overall features are good, but only problem I have that is regarding to the bettery life which is not last long. It's working hardly for 4 hours. Although it takes only 2 hours to charge completely. So I am disappointed with the betterylife. Overall there are no other issues found.",3
1444,Best & Brand laptop in this range,5
1445,"I bought this @51000,..great buy...light weight..fast booting...go for it.....why my ms office home not working now",5
1446,"Writing a review for the first time!! Fraud HDFC, said in offer No cost EMI then adds processing fee, GST and whatnot! Charged same as the original price, was supposed to be 1500 off. Do not buy with HDFC credit card. Otherwise no issue with the product.",1
1447,"Pro:
Screen is good.

Cons:
Heating issue due to wrong design.
Hard disk making click sound whenever accessed, not good, possiblity of crash as per internet article.
Lots of dell apps pre installed, eating 50% ram even not a single app is being used.",1
1448,"Everything is good.
But I wanted in silver or golden colour for a better look.",4
1449,Great product by Dell,5
1450,Good product,5
1451,Poor Audio quality,1
1452,An excellant product. Worth for money.,5
1453,Good product,5
1454,"Disappointing product
Battery doesn't last for even 2hrs. Need to be plugged in everytime you open the laptop.
No backlit keyboard such a disappointment.
No usb c charging.
Heating issues comes pre installed
Bloatware
Camera is even worse to say
Only positive is the screen quality
Simply wasted my hard earned money on this product. Will never even think of dell in future.",1
1455,Superb and amazing,5
1456,"Colour option should be there. I was looking for silver colour with these same features and budget but had to order black which looks somewhat dull, orherwise laptop is good.",4
1457,Good laptop for day to day use. The screen can be bit slimmer to make it a perfect laptop. You will get 12 HB of RAM which is amazing.,5
1458,Best laptop at this Budget.. really awesome,5
1459,Superb awesome product❤😌,5
1460,It's looking very slim and superb designin with dell inspiron serias...,5
1461,Excellent product.,5
1462,A very nice products from Dell.,5
1463,The battery backup is poor and the backlight option not available other than this remaining are good as mentioned in the specification.,3
1464,Great,5
1465,All gud but bTtery is very badd only 2.5 hrs,4
1466,When the product deliver itself head phone jack is not working and also not getting proper support for replacement,1
1467,The caps lock buttons light is always on,1
1468,Good laptop with very good configuration.,4
1469,The laptop was good. I have worked with it for a week and found purchasing at this cost is wise.,4
1470,Worth the money,5
1471,keybord not work proper,1
1472,Plastic body not metallic,4
1473,Good performance as per speed .,4
1474,Fantastic product by dell,4
1475,Okay,2
1476,Automatically software programs occurs . Specially antivirus programs,2
1477,Excellent product,5
1478,Nyc Product,5
1479,Hang problem after using 4 to 5 hrs,3
1480,Poor battery backup,3
1481,Very nice,5
1482,"Laptop in this range with such features is good but if you are looking for good sound in this laptop then this laptop will not fulfill your expectations ,rest battery back up and design is good .",4
1483,Superb product,4
1484,Nice product,5
1485,BEST,5
1486,Value for money. Good configuration in a decent price.,4
1487,Good to have with good price,5
1488,Good performance,4
1489,"Nice Product, performance is very good, compare to other products hardware configuration is good. only drawback is matt finishing.",4
1490,Superb product,5
1491,Amazing laptop i really loved it. I brought it for my online classes and it is very good. It's webcam is nice and audio is good,5
1492,Awesome product,4
1493,Thanks and superbbbb,5
1494,Good Product,5
1495,Must buy...,4
1496,Super product at the of 36000,5
1497,Nice product,4
1498,"Keyboard doesn't inspire confidence as such when compared to the sturdy ones on the lenovos. Laptop fan is unusually loud. Heats up more than usual. Generally it's alright to use.

Flipkart service is extremely poor and advisable to opt for other e-commerce options when and where available.",3
1499,Excellent and fast laptop,5
1500,"Fantastic value for money machine!! Absolute beast as far as sheer performance is concerned that being super efficient on the battery.
1. Using it mainly for coding purposes, browsing and all that regular stuff. Haven’t played any games on it so I can’t comment on battery life and performance while gaming but with regular coding stuff like web development, mobile app development, web browsing etc the battery will easily last for 10+ hrs or even more.

2. Apple nailed the thermals on this mac...",5
1501,"The best you can get, looks and performance both are to notch, supreme battery life, ultra fast speed. Display and sounds are fantastic, never seen any better till now. Till now it was, Apple was offering 7 at the price of 10, looks were alaways 10 out of 10 but now Apple is giving 15 at the price of 10.. Absolutely worth the price.",5
1502,"For everyone, who is planning to buy MBA M1-

Pros-
Blazing fast- M1 is so ahead in performance
Battery is amazing (I use it entire day for work)
Build quality is top notch undoubtedly

Cons-
Webcam is grainy (no update has been able to fix it)- Not a major concern but for the price you pay it is indeed expected.
Color- I opted for Gold (after seeing all the images online), however it has a rose tint and looks pinkish in indoor lights. Its not gold-gold, its pinkish-gold.

P.S. I recently upg...",5
1503,"Ultimate machine, best laptop I have ever used hands down. M1 macbook air is more powerful than any previous generation Mac or any Windows laptop. Awesome purchase. Thank you Flipkart",5
1504,"At the current scenario where a proper Graphics card windows laptop is costing around 1.2 lakh at a min.
This MacBook Air M1 is the best deal and I got it around 82k so I received the best deal.
So we can now say Apple Laptop is cheaper in price than Windows.",5
1505,"A bit expensive when we compare with today's intel (11th gen) or AMD (Ryzen 5th gen) based windows Laptops with RTX 30 Graphics but this Apple M1 in terms of overall performance, it is far beyond what windows laptops can offer in same segment.

I won't compare it with windows laptops as we all are aware of it. This is more about M1 chip. People are worried about buying M1 version because of compatibility issues.
Don't worry, this processor is so powerful and in terms of compatibility, this ...",4
1506,"So it’s the best computer in the world rite now Period.
You don’t need to worry about anything and I’m not gonna say about performance cause there are a lot of videos on YouTube already and of course there are other upgrades you can do to your laptop may be you need pro but this is nothing less..
thanks to Flipkart for amazing and timely and secure delivery
Great service keep the good work and keep getting better👍🏼",5
1507,"My first Macbook and no regret that I waited for this.
Sleek design, lightning speed, super light weight and silent as a wolf.
If you want to have a laptop that is super cool in look as well as performance, go for it.",5
1508,"Amazing product, I think most of people won't need more than this. It provides best value for money. I am using this for mobile app development and it works like charm.",5
1509,"The M1 macbook air is the best value for money. Amazing speed, gorgeous display, superb endurance and best in class aesthetics. If u are a non gamer and buying a laptop for serious work, this beast is the one to get( not even macbook pro, since benchmark scores are negligible). A small heads up: The upcoming M2 mac airs are even more powerful but are also costlier and come in garish colours which i personally dislike. So don't wait for the next gen. Just get the M1 air now. U won't be disappo...",5
1510,Got a timely delivery and a good product. Good purchase for the price. Keep in mind the softwares are upgrading to support M1 architecture. Overall very good product at a very competitive pricing.,5
1511,"Bought this laptop a week ago and I can say proudly that this is the best machine to date that I have used for my day-to-day tasks. Here are some pros and cons:

Pros:
* Blazing fast performance in every task that you throw at it.
* Insane battery life (14- 15 Hours) on a single charge.
* The Retina display with true tone technology gives you very natural colors which have support for the P3 color gamut.
* Instant wake up after sleep.
* The OS Ma Big Sur makes every task very smoothly.
* No t...",5
1512,Everything is awesome about this product despite that Microsoft office is paid on this which is not good atleast office should be available on it and one more thing android phone doesn't connects through type c to type c cable which is not at all good,5
1513,"Amazing laptop, super performance with M1, its blazing fast.
Audio is very loud, screen quality is brilliant, with these two watching movie experience is amazing.
Camera is decent quality, not great but still good. I dont use much camera so not a worry part for me.
If you are looking great laptop in day to day life and wants to do some coding with entertainment then this is for you.
Cheers",5
1514,"I am glad that I chose Flipkart for this purchase as I got the HDFC discount. I am more than happy that I chose the space grey color as it looks fabulous. Performance, camera, battery, quality etc. are all of top quality and hence no doubt. Macbook Air M1 chip is definitely a better choice compared to Macbook Pro. Just go and get your MacBook!🙂",5
1515,"This is my first Apple MacBook product and have to say I have made a very good decision to buy it. Following points on which it outperform:
1. Battery life
2. RAM management
3. Performance
4. Display
This new M1 chip won't support some of the apps and software as it use to. But, for a general usage all the apps and software are optimised. I would definitely recommend this product for designers and coders you require a good processing power and battery life.",5
1516,If u have the budget then go for it. It’s a very small and sleek device with very good performance and awesome battery life. No regrets.,5
1517,This is my first MacBook. Already using an iPad and i-phone. Using the best of windows laptop given by office but this MacBook is a beast and completely. overshadows the windows. Takes a while to gets hands on but I am loving it day by day thanks flipkart or this amazing deal,5
1518,"Nothing needs to be said about this. If space is a priority, like installing multiple apps or games, then opt for the higher storage or else, buy a 512GB external SSD for half the price and haul it along with this machine. Blazing fast for day to day activities.
I'm not into gaming, but does the job for making presentations, handling documents, etc.
Ports are extremely limited.
Macs are known to work for a decade without any issues, and that would offset the higher initial price. But, not...",5
1519,"Great laptop for someone who is a FIRST TIME APPLE user. Connectivity is nice and security is awesome. The ability to MULTITASK is the speciality of this laptop. It doesn't matter if this the base variant. I had no problem running PHOTOSHOP, ADOBE XD, FIGMA, PREMIER RUSH, and FLUTTER as well. This laptop can survive all the heavy open at the same time. So good at handling at these tasks. And when ever i use this for browsing only, the BATTERY LIFE would be beyond compare. I would go on for 4 ...",5
1520,Got a timely delivery and a good product. Good purchase for the price. Keep in mind the softwares are upgrading to support M1 architecture. Overall very good product at a very competitive pricing.,5
1521,"Bought this laptop a week ago and I can say proudly that this is the best machine to date that I have used for my day-to-day tasks. Here are some pros and cons:

Pros:
* Blazing fast performance in every task that you throw at it.
* Insane battery life (14- 15 Hours) on a single charge.
* The Retina display with true tone technology gives you very natural colors which have support for the P3 color gamut.
* Instant wake up after sleep.
* The OS Ma Big Sur makes every task very smoothly.
* No t...",5
1522,Everything is awesome about this product despite that Microsoft office is paid on this which is not good atleast office should be available on it and one more thing android phone doesn't connects through type c to type c cable which is not at all good,5
1523,"Amazing laptop, super performance with M1, its blazing fast.
Audio is very loud, screen quality is brilliant, with these two watching movie experience is amazing.
Camera is decent quality, not great but still good. I dont use much camera so not a worry part for me.
If you are looking great laptop in day to day life and wants to do some coding with entertainment then this is for you.
Cheers",5
1524,"I am glad that I chose Flipkart for this purchase as I got the HDFC discount. I am more than happy that I chose the space grey color as it looks fabulous. Performance, camera, battery, quality etc. are all of top quality and hence no doubt. Macbook Air M1 chip is definitely a better choice compared to Macbook Pro. Just go and get your MacBook!🙂",5
1525,"This is my first Apple MacBook product and have to say I have made a very good decision to buy it. Following points on which it outperform:
1. Battery life
2. RAM management
3. Performance
4. Display
This new M1 chip won't support some of the apps and software as it use to. But, for a general usage all the apps and software are optimised. I would definitely recommend this product for designers and coders you require a good processing power and battery life.",5
1526,If u have the budget then go for it. It’s a very small and sleek device with very good performance and awesome battery life. No regrets.,5
1527,This is my first MacBook. Already using an iPad and i-phone. Using the best of windows laptop given by office but this MacBook is a beast and completely. overshadows the windows. Takes a while to gets hands on but I am loving it day by day thanks flipkart or this amazing deal,5
1528,"Nothing needs to be said about this. If space is a priority, like installing multiple apps or games, then opt for the higher storage or else, buy a 512GB external SSD for half the price and haul it along with this machine. Blazing fast for day to day activities.
I'm not into gaming, but does the job for making presentations, handling documents, etc.
Ports are extremely limited.
Macs are known to work for a decade without any issues, and that would offset the higher initial price. But, not...",5
1529,"Great laptop for someone who is a FIRST TIME APPLE user. Connectivity is nice and security is awesome. The ability to MULTITASK is the speciality of this laptop. It doesn't matter if this the base variant. I had no problem running PHOTOSHOP, ADOBE XD, FIGMA, PREMIER RUSH, and FLUTTER as well. This laptop can survive all the heavy open at the same time. So good at handling at these tasks. And when ever i use this for browsing only, the BATTERY LIFE would be beyond compare. I would go on for 4 ...",5
1530,"I was in an ocillation to buy M1 air or Pro, finally went with air, I am glad that I saved money by not going to pro, as air matched my performance requirement, previously I was using Macbook Pro 2017 model with i7 intel plus 16GB RAM which use to heat up a lot for chrome usage (many tabs with google meet call with screen sharing and cam on), 90% of the time fan use to kick in, but Air does the job without any hesitation and no heat at all, thanks to Apple and Flipkart for 2nd-day delivery. T...",5
1531,Overall laptop is Good But if you have money buy 16 inch this is very small performance is awesome and the best thing is battery backup of this laptop is outstanding.,4
1532,"Best laptop I ever had. Great performance, great display and awesome inbuilt speakers with bass effects. Good for coding as well as gaming without any lag.",5
1533,"About me (type of consumer):
moved from windows to Apple after 8 years !
Never buyed a laptop !

Best transition stage.

Being practical I always don't wanted to move to Apple instead going for windows in that or less price , but apple did its job ,this time not just the branding but the performance at its best .

Coder review :
Performance :
10/10
I used android studio , u can easily run the emulator ,no lag
From editing videos to multitaskig 30 apps at a time , M1 is the beat one mach...",5
1534,"Just love it, dream comes true😎",5
1535,"Great Laptop
Was almost about to buy an 360 touch laptop for 65k,glad i changed my decision and bought m1 air as this is more value for money.
No complains for normal usage.
If most performance is needed, mbp with 16gb Ram wud be the best, which is 50k more.
Too bad selling it for 75k(999usd) could have been a great deal to buy.",4
1536,Wow 4k video editing in davinci resolve,5
1537,Amazing Product ! Worth every single penny.,4
1538,Nice product. Love it!,5
1539,Really good,5
1540,"Recommendation for students- ""must buy if you can afford this laptop, if you can't..then please don't force your Lovely parents, I suggest you to buy some good cheapest laptop for study only"".

Working Superfast...fhd display wow!...SSD storage make this laptop special for video editing and gaming...never lag never hang.......",5
1541,Nice product for students and casual users. Capable laptop . It power on within 6-7 seconds .Overall i am happy about my decision to buy hp,5
1542,Nice laptop finaly nice delivery looking so good best performance laptop i like the laptop.,4
1543,"Looking very nice.. fast bootup.. fast charging with 65watt charger.. 14"" fhd ips display is decent.. 5 to 6 hr battery backup after done own all tasks & works.. well performance.. overall perfect laptop for students.. I'm satisfied.",5
1544,"Best laptop within 40k. Build quality is very good and looks slim, light weighted. Good for doing office works ( Business and Student use).",5
1545,"I bought this for general use at home plus kids school. I was highly impressed with the speed, boots in 30 seconds and also is quite fast in its processing.

Only glitch is the keypad in the laptop, its also silver in color and makes it tough to know the letters if kept slightly away.",4
1546,"Got it at just Rs 37650. Super fast. Superb quality IPS display, Compact. But battery life is not good and webcam is average. No nearest competitors. Go for it...",5
1547,"I don't tell this is too good but it is useful to students who are willing to learn by their own.
The only problem is booting process otherwise all are good.
Thank you flipkart!",3
1548,Good pc for office work & students & I using laptop very smooth to open & this processing to open is good.i Satisfied this laptop,4
1549,"I am writing this review after use of 3 months and you can take this review . I a.so wanted best laptop for student purpose and I found this the best one .
It has very fast speed and battery and other thing all are too good and only one thing that I felt little disappointing was the camera quality but the speaker are also very good and over all the best laptop in this range",5
1550,"Recommendation for students- ""must buy if you can afford this laptop, if you can't..then please don't force your Lovely parents, I suggest you to buy some good cheapest laptop for study only"".

Working Superfast...fhd display wow!...SSD storage make this laptop special for video editing and gaming...never lag never hang.......",5
1551,Nice product for students and casual users. Capable laptop . It power on within 6-7 seconds .Overall i am happy about my decision to buy hp,5
1552,Nice laptop finaly nice delivery looking so good best performance laptop i like the laptop.,4
1553,"Looking very nice.. fast bootup.. fast charging with 65watt charger.. 14"" fhd ips display is decent.. 5 to 6 hr battery backup after done own all tasks & works.. well performance.. overall perfect laptop for students.. I'm satisfied.",5
1554,"Best laptop within 40k. Build quality is very good and looks slim, light weighted. Good for doing office works ( Business and Student use).",5
1555,"I bought this for general use at home plus kids school. I was highly impressed with the speed, boots in 30 seconds and also is quite fast in its processing.

Only glitch is the keypad in the laptop, its also silver in color and makes it tough to know the letters if kept slightly away.",4
1556,"Got it at just Rs 37650. Super fast. Superb quality IPS display, Compact. But battery life is not good and webcam is average. No nearest competitors. Go for it...",5
1557,"I don't tell this is too good but it is useful to students who are willing to learn by their own.
The only problem is booting process otherwise all are good.
Thank you flipkart!",3
1558,Good pc for office work & students & I using laptop very smooth to open & this processing to open is good.i Satisfied this laptop,4
1559,"I am writing this review after use of 3 months and you can take this review . I a.so wanted best laptop for student purpose and I found this the best one .
It has very fast speed and battery and other thing all are too good and only one thing that I felt little disappointing was the camera quality but the speaker are also very good and over all the best laptop in this range",5
1560,"This is a very good laptop, I bought it for online classes. Although the company has mentioned the colour as Softmint, It looks just like silver. The look of the laptop is pretty cool and It works nicely. Build quality is awesome, and DELL is known for it :) And 8 GB RAM is more than sufficient for multitasking. We can also upgrade RAM as per need, so it isn't a matter of worry. Battery backup is about 5-6 hrs of normal usage. It's really a good laptop.",4
1561,Nice,3
1562,Solid design 🤩,4
1563,Very Nice,5
1564,"Amazing laptop.

Nice",5
1565,Amazing for office purpose.. Not recommended for heavy use and gaming...,5
1566,The lappy is realy looking cool and it's working nice,5
1567,This laptop is good ...Antivirous is also provided free of cost..but I found that it works slow,4
1568,Ok,3
1569,Nice product,5
1570,"This is a very good laptop, I bought it for online classes. Although the company has mentioned the colour as Softmint, It looks just like silver. The look of the laptop is pretty cool and It works nicely. Build quality is awesome, and DELL is known for it :) And 8 GB RAM is more than sufficient for multitasking. We can also upgrade RAM as per need, so it isn't a matter of worry. Battery backup is about 5-6 hrs of normal usage. It's really a good laptop.",4
1571,Nice,3
1572,Solid design 🤩,4
1573,Very Nice,5
1574,"Amazing laptop.

Nice",5
1575,Amazing for office purpose.. Not recommended for heavy use and gaming...,5
1576,The lappy is realy looking cool and it's working nice,5
1577,This laptop is good ...Antivirous is also provided free of cost..but I found that it works slow,4
1578,Ok,3
1579,Nice product,5
1580,"It's a decent laptop in this price range. I was about to finalize lenovo IdeaPad gaming 3 since I wanted ryzen 5 4600h but then this was offered with SSD and one year extra warranty. Also i510500h is almost matched the benchmark of ryzen 5 4600h, both are hexa cores.
I was concerned about some quality issues in this laptop as reported by some of the reviewers earlier but surprisingly the quality in this one is really good. I noticed that this is manufactured in may 2021. So the stock seems t...",5
1581,This laptop was excellent in this price😍😍😍really love it,5
1582,Superb... Awesome...... experience and great prize for 6 core processor,5
1583,"Product is good, but found some heating issue due to single cooling fan, when you run this laptop on hotspot it will get got very soon, rest",4
1584,Good,5
1585,"Just received this Laptop yesterday, at first glance this looks excellent buy at this price. Everything work fine at this point of time.

1 star less, sometimes flipkart delivery is pathetic. Flipkart delayed my delivery saying unexpected delay for 2 days. I called the flipkart Customer care, I was asking for the reason for delay and they were unaware of the reason.

Overall this was a good buy for me, will update more in sometime. Good days guys.",4
1586,"Excellent performance
intel 10500H hexa core. No other laptops below 60k range have this processor. SSD speed are also excellent.

CONS

NO fingerprint
NO number keys",5
1587,"It's a nice laptop, but the fans sound a bit weird. What's scary, is that it makes a high-pitched scratching sound randomly sometimes and it isn't even under stress. It might be that they gave me a hard disk that may be breaking down. :(",2
1588,Nice laptop,5
1589,Good performance but very poor battery performance,3
1590,"Super fast better than Intel i5 11 gen
Fast charging
Display is awesome bahut achhi quality hai
Sound is too good
Backlit keyboard
Open laptop power on sensor
Overall all best laptop in this price segment
Ryzen 5500u
6 cores
54 whr battery",5
1591,"The performance is very good. Camera is okay not so fine but its 'kamchalau'. Battery backup is 5 hrs while connected with Internet. Gaming performance is fine. Display quality is fine.
It doesn't require to press the button to turn it on, it instantly opens when you unfold the display.
Overall I'll put it in the list of best laptops under 60k. I got it @58522 inr.",4
1592,"Excellent purchase!
Value for money deal

Pros:
AMD Ryzen 5 5500u Beast processor
Build quality top notch
512 gb ssd lightning fast booting time in 5 seconds
Finger print sensor😍
Backlit keyboards
Multifunctional Type C port
Privacy Shutter in Web Cam

Cons:
------------

So far So good ill update in upcoming weeks",5
1593,"Overall nice product personally I chose AMD over intel as my work flow is cpu heavy so 6-core is better than 4-core

Cons(found till now):
1. Speakers are bottom firing so voice gets muted and average sound quality
2. Display looked washed out as it have 45%NTSC first timed opened it took some time to color calibrate it
3. Keyboard keys are much harder to press(I am coming from HP laptops maybe its different there)",4
1594,"Best laptop under 60k
8gb ram (upgradeable upto 16gb)
Anti glare display
Backlit keyboard
Ryzen 5 5500u proccessor
Better battery life
Multi gesture touch pad
15.6 fhd display
Fingerprint
Type c port, etc..,",5
1595,"In photos this laptop looks as normal design, But in reality it looks beautiful, slim and compact design. it will surprise you damn sure...
Excellent performance. This is future laptop because of upgradability.
Boots up just in 7 sec. And very much fast working
Battery backup 6 hrs easily.",5
1596,"Display could have been better.Otherwise nice looking, powerful laptop",4
1597,Very good,5
1598,Very best and value for money laptop,4
1599,"Laptop is best understand 58k. I recently purchased it. And it complete my all need related to any laptop.I am normal business who need's good quality display, great Bettery backup, light in weight, above average speaker and good performance. This laptop provide all my needs.",5
1600,"1. Very nice gaming laptop👍👍👍👍
2. Laptop design are very good👍👍👍👍
3. We can play gta 5 pubg etc in high quality and graphics 👍👍👍👍👍
4. Battery backup is very good👍👍👍
5. Laptop keyboard light are very good 👍 👍👍👍
6. Ssd is also available in hp pavilion laptop 👍👍👍👍
7. Very fast opening and very fast working 👍👍👍
8. It is use for gaming in best budget 👍👍👍👍
9. Storage is so good 👍👍👍👍
10. It charge very fast 👍👍👍",5
1601,"I am writing this review after using my laptop for 5 days.
This laptop have beautiful design. On Normal usage battery last 4.5hr to 5hr. While gaming on ultra settings battery last for 1hr and Normal games like CSGO 1.5hr easily. There is mild heating on the side of the laptop where numeric keypad are present. Overall this laptop have good thermal. I am very impressed with it. Sound and video quality is good. Fan noise is hardly audible.

Buy this laptop if you want
1. Laptop with good therma...",5
1602,"This laptop has very baf battery backup, even if i use for common softwares like excel etc it will work only for two hours!! This is just first week of working, just imagine what ll happen after a year or two
Performance is also not great some CAD files take too long to open
Poor asthetics and plastic build looks too shaby
Overall bad choice. I still repent buying this",2
1603,"Go for it!
Been using it for 5 days. Delivery on Time. Battery, Looks and design, quality, everything is perfect. Battery gets charged full in 2,3 hours. It's life is long enough as specified.( for normal uses, i.e no gaming) Haven't done gaming yet.
Screen is the best I've ever seen so far. Speaker's loudness is Good, which is enough to listen music or watch a movie alone. And about the looks it's better than these pictures. Looks so premium in real life. In love with it.
edit1: Been months...",5
1604,"After few weeks of use I am writing this review and I am glad that I purchased this one among the all...
Well it's a gaming laptop but I have not yet played any games but I am a btech cse 1st year student...
So I must say all of my programming different apps like autocad,python,Vs code all works smoothly...
It has a very powerful graphic card which is a plus point...🌟
The best thing is it reached my house in just 3 days which is amazing!!!
I think you should go for it...👍",5
1605,This laptop is so good at this price point. Specially design and performance. Battery is good for normal task and gaming it gives moderate backup. Still it supports fast charging and it's boot time is very fast. I would recommend this laptop instead of acer nitro,5
1606,I have been using this laptop for about 2 weeks...........From my personal experience this laptop is a damn beast.....super value for money.......Display is excellent better than the ASUS tuf ones........Build quality is unbelivable(full matte black with purple backlit keybard and logo)...ultraviolet backlit keyboard looks damn awesome...speakers are by bang and olufsen which is damn good......had no issues with the battery..........Thermals in this laptop is very good and better than most ot...,5
1607,"Damn its Beast for this money...perfomance is top notch..
And its a beauty and beast combo for the price. Its very good for gaming as well as other works",5
1608,"A very sleek design,and a wonderful display,and remember do not play games on battery,because gtx 1650 is a very powerful graphic card and it will drain 100% of the battery in 1 hr,for regular usage the battery backup is good",5
1609,"I bought this laptop 2 weeks ago for 55k . Thank God I got a huge discount. I tested it completely by playing high end games and measuring temperatures and all things. I can say that it doesnot lag while playing. But the battery back up is so low and you cannot expect long battery in gaming laptops.
Performance:
Performance wise it is best . I played gta 5 it is giving fps around 50 to 60 and if we play for 3 hours then it starts heating
Battery:
Battery will completely drain in 4 hrs if u...",4
1610,"1. Very nice gaming laptop👍👍👍👍
2. Laptop design are very good👍👍👍👍
3. We can play gta 5 pubg etc in high quality and graphics 👍👍👍👍👍
4. Battery backup is very good👍👍👍
5. Laptop keyboard light are very good 👍 👍👍👍
6. Ssd is also available in hp pavilion laptop 👍👍👍👍
7. Very fast opening and very fast working 👍👍👍
8. It is use for gaming in best budget 👍👍👍👍
9. Storage is so good 👍👍👍👍
10. It charge very fast 👍👍👍",5
1611,"I am writing this review after using my laptop for 5 days.
This laptop have beautiful design. On Normal usage battery last 4.5hr to 5hr. While gaming on ultra settings battery last for 1hr and Normal games like CSGO 1.5hr easily. There is mild heating on the side of the laptop where numeric keypad are present. Overall this laptop have good thermal. I am very impressed with it. Sound and video quality is good. Fan noise is hardly audible.

Buy this laptop if you want
1. Laptop with good therma...",5
1612,"This laptop has very baf battery backup, even if i use for common softwares like excel etc it will work only for two hours!! This is just first week of working, just imagine what ll happen after a year or two
Performance is also not great some CAD files take too long to open
Poor asthetics and plastic build looks too shaby
Overall bad choice. I still repent buying this",2
1613,"Go for it!
Been using it for 5 days. Delivery on Time. Battery, Looks and design, quality, everything is perfect. Battery gets charged full in 2,3 hours. It's life is long enough as specified.( for normal uses, i.e no gaming) Haven't done gaming yet.
Screen is the best I've ever seen so far. Speaker's loudness is Good, which is enough to listen music or watch a movie alone. And about the looks it's better than these pictures. Looks so premium in real life. In love with it.
edit1: Been months...",5
1614,"After few weeks of use I am writing this review and I am glad that I purchased this one among the all...
Well it's a gaming laptop but I have not yet played any games but I am a btech cse 1st year student...
So I must say all of my programming different apps like autocad,python,Vs code all works smoothly...
It has a very powerful graphic card which is a plus point...🌟
The best thing is it reached my house in just 3 days which is amazing!!!
I think you should go for it...👍",5
1615,This laptop is so good at this price point. Specially design and performance. Battery is good for normal task and gaming it gives moderate backup. Still it supports fast charging and it's boot time is very fast. I would recommend this laptop instead of acer nitro,5
1616,I have been using this laptop for about 2 weeks...........From my personal experience this laptop is a damn beast.....super value for money.......Display is excellent better than the ASUS tuf ones........Build quality is unbelivable(full matte black with purple backlit keybard and logo)...ultraviolet backlit keyboard looks damn awesome...speakers are by bang and olufsen which is damn good......had no issues with the battery..........Thermals in this laptop is very good and better than most ot...,5
1617,"Damn its Beast for this money...perfomance is top notch..
And its a beauty and beast combo for the price. Its very good for gaming as well as other works",5
1618,"A very sleek design,and a wonderful display,and remember do not play games on battery,because gtx 1650 is a very powerful graphic card and it will drain 100% of the battery in 1 hr,for regular usage the battery backup is good",5
